Accession,Title,Automated_Decision,Automated_Score,Automated_Reason,Final_Decision,Final_Reason,Decision_Source,Stage1_Pass,Scope_Category,Skin_Terms,Aging_Terms,Sample_Terms,Age_Contrast_Terms,Intervention_Terms,Incidental_Signals,Off_Topic_Signals,Central_Sentences,Submission_Date,GEO_Link
GSE84971,Integrative Analysis of miRNA and mRNA Paired Expression Profiling of Primary Fibroblast Derived from Diabetic Foot Ulcers Reveals Multiple Impaired Cellular Functions,exclude,3,研究核心为特定疾病模型，未直接研究皮肤老化,exclude,研究核心为特定疾病模型，未直接研究皮肤老化,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; dermis; dermal_fibroblast; keratinocyte,senescence,skin_biopsy; skin_punch_biopsy,,,,other_disease,0,2016/10/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84971
GSE67602,Single-cell RNA-seq of murine epidermis,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,epidermis; keratinocyte,,,,,,,0,2016/09/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE67602
GSE86789,Differential responses of choroidal melanocytes and uveal melanoma cells to low oxygen conditions,exclude,2,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,intrinsic_skin_aging,melanocyte,senescence,melanocyte_sample,,,,cancer,0,2016/09/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE86789
GSE62827,Transcriptional targets of oncogenic RAS proteins that mediate their ability to induce cellular transformation,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,senescence,,,,,,0,2016/09/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE62827
GSE79189,The gene expression analysis of human astrocyte exposure to anti-suprabasin antibody: identification of a novel antibody for neuropsychiatric systemic lupus erythematosus,exclude,0,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,epidermis,senescence,,,,,,0,2016/09/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE79189
GSE80273,The aryl hydrocarbon receptor in keratinocytes is essential for murine skin barrier integrity,exclude,10,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; keratinocyte,aged,skin_direct; keratinocyte_sample,,,,,0,2016/08/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE80273
GSE73705,OX40L protects against inflammation-driven fibrosis,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin; dermis,,,,,,,0,2016/08/09,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73705
GSE72063,Immortalization capacity of HPV types is inversely related to chromosomal instability in immortal descendants.,exclude,0,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,keratinocyte,senescence,,,,,,0,2016/08/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72063
GSE84333,Age-related changes in gene expression patterns of immature and aged rat primordial follicles,exclude,1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,age_related; aging_generic; aged,,,,,reproductive,0,2016/07/18,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84333
GSE84147,Gene expression profile of HGPS skin fibroblasts upon treatment with JH4,exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin,,skin_fibroblast,,,,,0,2016/07/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84147
GSE74783,"Gene expression in inflammatory macrophages, tissue resident macrophages and neutrophils",exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aged,,,,,,0,2016/07/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE74783
GSE45729,Downregulation of miR-15b is associated with increased SIRT4 expression in premature senescence and photoaging of the skin,exclude,13,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,exclude,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,two_stage_rule,True,photoaging,skin; epidermis; dermis; dermal_fibroblast,skin_aging; aged_skin; photoaging; aging_generic; aged; senescence,,senescent_control; photoaging_model,,,cancer,4,2016/06/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE45729
GSE82067,Gene expression architecture of mouse dorsal and tail skin reveals functional differences in inflammation and cancer: TPA time course,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin,,skin_direct,,,,cancer,0,2016/06/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82067
GSE59233,Impaired DNA damage metabolism promotes autoimmunity in TREX1 deficiency ,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,senescence,,,,,,0,2016/05/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE59233
GSE52524,Network Biology of the Skin [1],exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin,,,,,,,0,2016/05/19,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52524
GSE52639,Network Biology of the Skin [2],exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin,,,,,,,0,2016/05/19,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52639
GSE81579,Transcriptome analysis of human cumulus cells reveals hypoxia as the main determinant of follicular senescence.,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,age_related; senescence,,,,,reproductive,0,2016/05/19,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE81579
GSE52650,Gene expression architecture of mouse dorsal and tail skin reveals functional differences in inflammation and cancer,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin,,skin_direct,,,,cancer,0,2016/05/18,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52650
GSE80418,Abnormalities in hair follicles of Pla2g2e knockout mice,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin; skin_appendage,,,,,,,0,2016/04/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE80418
GSE57445,The aging microenvironment promotes melanoma cell invasion and therapy resistance,exclude,7,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,intrinsic_skin_aging,skin; dermis; dermal_fibroblast,age_related; aging_generic; aged; young_vs_old,dermal_sample,young_vs_old,,,cancer,1,2016/04/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE57445
GSE76703,Temporal Expression of Peripheral Blood Leukocyte Biomarkers in a Macaca fascicularis Primary Infection Model of Tuberculosis,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,blood,0,2016/03/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE76703
GSE75995,"Identification of Sik3-targeting compound, pterosin B, for treatment of osteoarthritis",exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,skin_direct,,,,skeletal_repair,0,2016/03/21,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75995
GSE78499,Transcriptome analysis of aging mouse meibomian glands,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; young_vs_old,,,,,,0,2016/03/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE78499
GSE72264,The comparison of MicroRNA profile of the dermis between young and old human,include,14,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin; dermis,skin_aging; aged_skin; age_related; aging_generic; aged; young_vs_old,dermal_sample,young_vs_old,,,,2,2016/02/05,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72264
GSE77362,Expression data between WT and G3/4 Terc KO mouse ESCs during differentiation,exclude,0,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,epidermis,age_related; aging_generic; premature_aging,,,,,,0,2016/01/29,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77362
GSE76842,Suppression of type I interferon signaling overcomes the oncogene-induced senescence and mediates melanoma development and progression,exclude,-1,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,exclude,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,two_stage_rule,True,cellular_senescence,melanocyte,senescence,,,,,cancer,0,2016/01/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE76842
GSE55688,ZEB1 expression prevents DNA replication stress in cancer stem cells and delays chromosomal instability [Affymetrix],exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,senescence,,,,,cancer,0,2015/12/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55688
GSE55989,ZEB1 expression prevents DNA replication stress in cancer stem cells and delays chromosomal instability [Agilent],exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,senescence,,,,,cancer,0,2015/12/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55989
GSE60596,Gene expression profile from short-term caloric restriction in mouse adipose tissue,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,epidermis,,,,,,,0,2015/12/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60596
GSE69486,Gene expression analysis of skin fibroblast cells from patients with Bipolar Disorder,exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin,,skin_fibroblast,,,,,0,2015/12/28,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE69486
GSE73327,Identification of drugs that enhance skin repair using dermal stem cell-based screens [Mouse],exclude,4,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; dermis; skin_model,aged,,,,,,0,2015/12/24,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73327
GSE56741,Gene expression profile of collagen VI deficient human fibroblasts,exclude,0,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,dermis; dermal_fibroblast,aged,,,,,,0,2015/12/18,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56741
GSE46916,RNA-seq of Danio rerio and Mus musculus skin for three different age groups,include,8,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin,aging_generic,skin_direct,age_groups,,,,0,2015/12/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE46916
GSE72863,Hair follicle aging is driven by transepidermal stem cell elimination via COL17A1 proteolysis,include,10,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,skin_appendage_aging,skin; epidermis; skin_appendage,aging_generic; aged; young_vs_old,skin_appendage_sample,young_vs_old,,,,0,2015/12/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72863
GSE74274,Global genome splicing analysis reveals an increased number of alternatively spliced genes with aging,exclude,2,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,exclude,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,two_stage_rule,True,intrinsic_skin_aging,skin,aging_generic; premature_aging,,,,,,0,2015/11/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE74274
GSE67287,The effect of age on alternative splicing in different tissues of wild-type mice,exclude,2,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,exclude,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,two_stage_rule,True,intrinsic_skin_aging,skin,age_related; aging_generic,,,,,,1,2015/11/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE67287
GSE67288,The effect of progerin expression on alternative splicing in keratinocytes of HGPS mice,include,7,摘要将皮肤老化作为组学实验的直接研究问题,include,摘要将皮肤老化作为组学实验的直接研究问题,two_stage_rule,True,intrinsic_skin_aging,keratinocyte,aging_generic,keratinocyte_sample,,,,,1,2015/11/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE67288
GSE67289,The effect of age and progerin expression on alternative splicing in selected tissues in mice,exclude,3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,keratinocyte_sample,,,,,0,2015/11/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE67289
GSE51314,"Sub-chronic transcriptional response in adult male MutaTMMouse following oral exposure to benz(a)anthracene in lung, liver, and forestomach tissues",exclude,-6,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,dermis,,,,,,hepatic; lung,0,2015/10/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51314
GSE51315,"Sub-chronic transcriptional response in adult male MutaTMMouse following oral exposure to benzo(b)fluoranthene in lung, liver, and forestomach tissues [BbF]",exclude,-6,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,dermis,,,,,,hepatic; lung,0,2015/10/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51315
GSE51316,"Sub-chronic transcriptional response in adult male MutaTMMouse following oral exposure to benzo(ghi)perylene in lung, liver, and forestomach tissues [BghiP]",exclude,-6,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,dermis,,,,,,hepatic; lung,0,2015/10/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51316
