Accession,Title,Automated_Decision,Automated_Score,Automated_Reason,Final_Decision,Final_Reason,Decision_Source,Stage1_Pass,Scope_Category,Skin_Terms,Aging_Terms,Sample_Terms,Age_Contrast_Terms,Intervention_Terms,Incidental_Signals,Off_Topic_Signals,Central_Sentences,Submission_Date,GEO_Link
GSE59960,Replicative senescence is associated with nuclear reorganization and DNA methylation at specific transcription factor binding sites (MBD-seq),exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,replicative_aging,,,,0,2015/03/26,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE59960
GSE59979,Replicative senescence is associated with nuclear reorganization and DNA methylation at specific transcription factor binding sites,exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,replicative_aging,,,,0,2015/03/26,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE59979
GSE51954,Epigenome analysis of human epidermal and dermal samples with aging and sun exposure,include,13,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,intrinsic_skin_aging,epidermis; dermis,aging_generic; young_vs_old,dermal_sample,,,,,3,2015/03/23,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51954
GSE52972,Epigenome analysis of human epidermal samples with aging and sun exposure,include,11,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,intrinsic_skin_aging,epidermis,aging_generic; young_vs_old,epidermal_sample,,,,,2,2015/03/23,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52972
GSE52980,Epigenome analysis of human epidermal and dermal samples with aging and sun exposure.,include,11,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,intrinsic_skin_aging,epidermis; dermis,aging_generic,dermal_sample,,,,,1,2015/03/23,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52980
GSE67098,Expression data from epidermal samples,include,9,实验设计和摘要共同表明皮肤老化是组学研究对象,include,实验设计和摘要共同表明皮肤老化是组学研究对象,two_stage_rule,True,intrinsic_skin_aging,epidermis,aging_generic; young_vs_old,epidermal_sample,,,,,2,2015/03/23,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE67098
GSE51334,DNA replication-timing boundaries separate stable chromosome domains with cell-type-specific functions,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,,0,2014/11/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51334
GSE51336,Mouse regulatory DNA landscapes reveal global principles of cis-regulatory evolution,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,,0,2014/11/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51336
GSE62798,AMPK activation exerts anti-senescence effect in human follicle dermal papilla cells,include,7,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,cellular_senescence,dermis,senescence,dermal_papilla,,,,,0,2014/11/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE62798
GSE60518,Expression data from immortalized and transformed WT and HGPS cell lines,exclude,0,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin,aging_generic; premature_aging,,,,,,0,2014/10/02,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60518
GSE60519,"Expression data from transformed WT and HGPS cell lines, including HGPS cells after knock-down of BRD4",exclude,0,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin,aging_generic; premature_aging,,,,,,0,2014/10/02,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60519
GSE61325,BRD4 binding sites in transformed fibroblasts,exclude,0,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin,aging_generic; premature_aging,,,,,,0,2014/10/02,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE61325
GSE60794,Solar simulated ultraviolet radiation induces histone 3 methylation changes in the gene promoters of matrix metalloproteinases 1 and 3 in primary human dermal fibroblasts [I],include,12,摘要将皮肤老化作为组学实验的直接研究问题,include,摘要将皮肤老化作为组学实验的直接研究问题,two_stage_rule,True,photoaging,skin; dermis; dermal_fibroblast,photoaging,dermal_sample; hdf,,,,,1,2014/08/27,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60794
GSE60795,Solar simulated ultraviolet radiation induces histone 3 methylation changes in the gene promoters of matrix metalloproteinases 1 and 3 in primary human dermal fibroblasts [II],include,12,摘要将皮肤老化作为组学实验的直接研究问题,include,摘要将皮肤老化作为组学实验的直接研究问题,two_stage_rule,True,photoaging,skin; dermis; dermal_fibroblast,photoaging,dermal_sample; hdf,,,,,1,2014/08/27,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60795
GSE58915,Changes of genes in time-dependent photoaged mouse model,include,10,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,photoaging,skin,photoaging,skin_direct,photoaging_model,,,,1,2014/07/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE58915
GSE49784,The role of nicotinamide phosphoribosyltransferase (Nampt) in hippocampal neural stem/progenitor cells,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,age_related; aging_generic,,,,,neurologic,0,2014/05/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE49784
GSE55118,Inadequate mito-biogenesis in primary dermal fibroblasts from old humans is associated with impairment of PGC1A-independent stimulation.,include,16,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,cellular_senescence,skin; dermis; dermal_fibroblast,skin_aging; chronological_aging; age_related; aging_generic; aged; senescence,dermal_sample; skin_fibroblast,age_groups; replicative_aging,,,,0,2014/04/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55118
GSE55299,miRNA expression in aging skin,include,14,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin,aging_generic; young_vs_old,skin_fibroblast,young_vs_old,,,,2,2014/02/25,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55299
GSE38308,Whole genome expression data from pre-auricular and post-auricular skin tissues,include,7,摘要将皮肤老化作为组学实验的直接研究问题,include,摘要将皮肤老化作为组学实验的直接研究问题,two_stage_rule,True,photoaging,skin,photoaging,skin_tissue,,,,,1,2014/02/07,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38308
GSE46450,Age-related methylation changes are associated with altered transcriptional circuitry [Methyl-seq],include,12,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis,aged_skin; age_related; aging_generic; young_vs_old,skin_direct,young_vs_old,,,,3,2013/12/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE46450
GSE46486,Age-related methylation changes are associated with altered transcriptional circuitry [RNA-seq],include,12,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis,aged_skin; age_related; aging_generic; young_vs_old,skin_direct,young_vs_old,,,,3,2013/12/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE46486
GSE52328,Nfatc1 Orchestrates Aging in Hair Follicle Stem Cells,include,7,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,skin_appendage_aging,skin_appendage,aging_generic,skin_appendage_sample,,,,,0,2013/11/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52328
GSE46801,"Expression data from Control, Uninfected and BRAF infected cells",exclude,0,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,cellular_senescence,epidermis; melanocyte,senescence,melanocyte_sample,,,,cancer,0,2013/08/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE46801
GSE46805,Expression data from Uninfected and BRAF600V induced melanocytes,exclude,2,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,cellular_senescence,epidermis; melanocyte,senescence,melanocyte_sample,,,,cancer,0,2013/08/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE46805
GSE46817,Expression data from 7 Human Melanomas,exclude,-3,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,exclude,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,two_stage_rule,True,cellular_senescence,epidermis; melanocyte,senescence,,,,,cancer,0,2013/08/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE46817
GSE42807,Induced pluripotent stem cells can be generated in bulk culture,exclude,-3,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,cellular_senescence,dermis; dermal_fibroblast,senescence,,,,,pluripotent,0,2013/06/03,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE42807
GSE41714,Implications of time-series gene expression profiles of replicative senescence,exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,aging_generic; senescence,,replicative_aging,,,,0,2013/04/24,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41714
GSE34671,Two-cell developmental block is due to the lack of cytoplasmic lattices in mouse antral oocytes,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,reproductive,0,2013/02/04,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE34671
GSE42889,Expression data from adult mouse ovaries exposed to cigarette smoke in vivo,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2012/12/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE42889
GSE41757,"Correlated alterations in genome organization, histone methylation, and DNA-lamina interactions in Hutchinson-Gilford progeria syndrome (ChIP-seq)",exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; premature_aging,,,,,systemic_premature_aging,0,2012/10/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41757
GSE41763,"Correlated alterations in genome organization, histone methylation, and DNA-lamina interactions in Hutchinson-Gilford progeria syndrome (Hi-C)",exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; premature_aging,,,,,systemic_premature_aging,0,2012/10/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41763
GSE17966,oocyte miRNA profiling by array,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aged; young_vs_old,,,,,reproductive,0,2012/09/04,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE17966
GSE39170,Molecular Rejuvenation of Gene Expression Pattern of Photoaged and Intrinsically Aged Human Skin by Broadband Light Treatment,include,23,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,photoaging,skin,skin_aging; aged_skin; photoaging; chronological_aging; aging_generic; aged; young_vs_old; rejuvenation,skin_direct,young_vs_old; photoaging_model,aged_skin_treatment,,,4,2012/07/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE39170
GSE29661,Cellular aging can be monitored by DNA-methylation changes at specific CpG sites,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,,0,2012/05/22,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29661
GSE28477,Expression data from mouse skin,exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin,,skin_direct,,,,,0,2012/03/22,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28477
GSE35322,Expression data from tail skin in young (5 months) and old (30 months) CB6F1 mice,include,14,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin,skin_aging; age_related; aging_generic; young_vs_old,skin_direct,young_vs_old,,,,5,2012/03/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE35322
GSE35836,Expression data from mouse neonatal ovarian 3MC culture experiments,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,reproductive,0,2012/02/16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE35836
GSE22595,Methylation Pattern of Human Dermal Fibroblasts,include,9,实验设计和摘要共同表明皮肤老化是组学研究对象,include,实验设计和摘要共同表明皮肤老化是组学研究对象,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; dermis; dermal_fibroblast,aging_generic,skin_tissue,,,,,1,2012/02/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22595
